"name","type","year","month","session_order","talk_order","title","base_uri","mp3"
"Thomas S. Monson","sunday-morning",2009,4,3,5,"Sed de buen ánimo","/general-conference/2009/04/be-of-good-cheer","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-4060-president-thomas-s-monson-64k-spa.mp3"
"Dallin H. Oaks","sunday-afternoon",2009,4,4,0,"El servicio desinteresado","/general-conference/2009/04/unselfish-service","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-5010-elder-dallin-h-oaks-64k-spa.mp3"
"David A. Bednar","sunday-afternoon",2009,4,4,1,"Honorablemente [retener] un nombre y una posición","/general-conference/2009/04/honorably-hold-a-name-and-standing","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-5020-elder-david-a-bednar-64k-spa.mp3"
"Gary E. Stevenson","sunday-afternoon",2009,4,4,2,"Hogares sagrados, templos sagrados","/general-conference/2009/04/sacred-homes-sacred-temples","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-5030-elder-gary-e-stevenson-64k-spa.mp3"
"José A. Teixeira","sunday-afternoon",2009,4,4,3,"Dones para ayudarnos a dirigir nuestra vida","/general-conference/2009/04/gifts-to-help-us-navigate-our-life","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-5040-elder-jose-a-teixeira-64k-spa.mp3"
"F. Michael Watson","sunday-afternoon",2009,4,4,4,"Sus siervos, los profetas","/general-conference/2009/04/his-servants-the-prophets","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-5050-elder-f-michael-watson-64k-spa.mp3"
"L. Tom Perry","sunday-afternoon",2009,4,4,5," “Traer almas a Mí”","/general-conference/2009/04/bring-souls-unto-me","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-5060-elder-l-tom-perry-64k-spa.mp3"
"Thomas S. Monson","sunday-afternoon",2009,4,4,6,"Hasta que nos volvamos a ver","/general-conference/2009/04/until-we-meet-again","https://media2.ldscdn.org/assets/general-conference/april-2009-general-conference/2009-04-5070-president-thomas-s-monson-64k-spa.mp3"
"Thomas S. Monson","saturday-morning",2008,10,0,0,"Bienvenidos a la conferencia","/general-conference/2008/10/welcome-to-conference","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-1010-president-thomas-s-monson-64k-spa.mp3"
"L. Tom Perry","saturday-morning",2008,10,0,1,"Hágase con sencillez","/general-conference/2008/10/let-him-do-it-with-simplicity","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-1020-elder-l-tom-perry-64k-spa.mp3"
"Silvia H. Allred","saturday-morning",2008,10,0,2,"Por tanto, id","/general-conference/2008/10/go-ye-therefore","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-1030-silvia-h-allred-64k-spa.mp3"
"Neil L. Andersen","saturday-morning",2008,10,0,3,"Sabes lo suficiente","/general-conference/2008/10/you-know-enough","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-1040-elder-neil-l-andersen-64k-spa.mp3"
"Marcos A. Aidukaitis","saturday-morning",2008,10,0,4,"Porque mi padre leyó el Libro de Mormón","/general-conference/2008/10/because-my-father-read-the-book-of-mormon","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-1050-elder-marcos-a-aidukaitis-64k-spa.mp3"
"Dallin H. Oaks","saturday-morning",2008,10,0,5,"La reunión sacramental y la Santa Cena","/general-conference/2008/10/sacrament-meeting-and-the-sacrament","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-1060-elder-dallin-h-oaks-64k-spa.mp3"
"Dieter F. Uchtdorf","saturday-morning",2008,10,0,6,"El poder infinito de la esperanza","/general-conference/2008/10/the-infinite-power-of-hope","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-1070-president-dieter-f-uchtdorf-64k-spa.mp3"
"Joseph B. Wirthlin","saturday-afternoon",2008,10,1,1,"Venga lo que venga, disfrútalo","/general-conference/2008/10/come-what-may-and-love-it","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-2020-elder-joseph-b-wirthlin-64k-spa.mp3"
"Jeffrey R. Holland","saturday-afternoon",2008,10,1,2,"El ministerio de ángeles","/general-conference/2008/10/the-ministry-of-angels","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-2030-elder-jeffrey-r-holland-64k-spa.mp3"
"Gérald Caussé","saturday-afternoon",2008,10,1,3,"Incluso un niño puede entender","/general-conference/2008/10/even-a-child-can-understand","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-2040-elder-gerald-causse-64k-spa.mp3"
"Lawrence E. Corbridge","saturday-afternoon",2008,10,1,4,"El camino","/general-conference/2008/10/the-way","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-2050-elder-lawrence-e-corbridge-64k-spa.mp3"
"D. Todd Christofferson","saturday-afternoon",2008,10,1,5,"A Sión venid","/general-conference/2008/10/come-to-zion","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-2060-elder-d-todd-christofferson-64k-spa.mp3"
"David A. Bednar","saturday-afternoon",2008,10,1,6,"Ora siempre","/general-conference/2008/10/pray-always","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-2070-elder-david-a-bednar-64k-spa.mp3"
"Richard G. Scott","priesthood",2008,10,2,0,"Honra el sacerdocio y utilízalo bien","/general-conference/2008/10/honor-the-priesthood-and-use-it-well","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-3010-elder-richard-g-scott-64k-spa.mp3"
"Jay E. Jensen","priesthood",2008,10,2,1,"Brazos de seguridad","/general-conference/2008/10/arms-of-safety","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-3020-elder-jay-e-jensen-64k-spa.mp3"
"James J. Hamula","priesthood",2008,10,2,2,"Cómo ganar la guerra contra el mal","/general-conference/2008/10/winning-the-war-against-evil","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-3030-elder-james-j-hamula-64k-spa.mp3"
"Dieter F. Uchtdorf","priesthood",2008,10,2,3,"Impulsen desde donde estén","/general-conference/2008/10/lift-where-you-stand","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-3040-president-dieter-f-uchtdorf-64k-spa.mp3"
"Henry B. Eyring","priesthood",2008,10,2,4,"Oh vosotros que os embarcáis","/general-conference/2008/10/o-ye-that-embark","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-3050-president-henry-b-eyring-64k-spa.mp3"
"Thomas S. Monson","priesthood",2008,10,2,5,"Aprendamos, hagamos, seamos","/general-conference/2008/10/to-learn-to-do-to-be","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-3060-president-thomas-s-monson-64k-spa.mp3"
"Henry B. Eyring","sunday-morning",2008,10,3,0,"Entrelazados nuestros corazones en uno","/general-conference/2008/10/our-hearts-knit-as-one","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-4010-president-henry-b-eyring-64k-spa.mp3"
"Robert D. Hales","sunday-morning",2008,10,3,1,"Valor cristiano: El precio del discipulado","/general-conference/2008/10/christian-courage-the-price-of-discipleship","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-4020-elder-robert-d-hales-64k-spa.mp3"
"Keith B. McMullin","sunday-morning",2008,10,3,2,"Dios ama a todos Sus hijos y los ayuda","/general-conference/2008/10/god-loves-and-helps-all-of-his-children","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-4030-bishop-keith-b-mcmullin-64k-spa.mp3"
"Elaine S. Dalton","sunday-morning",2008,10,3,3,"El regreso a la virtud","/general-conference/2008/10/a-return-to-virtue","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-4040-elaine-s-dalton-64k-spa.mp3"
"M. Russell Ballard","sunday-morning",2008,10,3,4,"La verdad de Dios seguirá adelante","/general-conference/2008/10/the-truth-of-god-shall-go-forth","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-4050-elder-m-russell-ballard-64k-spa.mp3"
"Thomas S. Monson","sunday-morning",2008,10,3,5,"Encontrar gozo en el trayecto","/general-conference/2008/10/finding-joy-in-the-journey","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-4060-president-thomas-s-monson-64k-spa.mp3"
"Boyd K. Packer","sunday-afternoon",2008,10,4,0,"La prueba","/general-conference/2008/10/the-test","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-5010-president-boyd-k-packer-64k-spa.mp3"
"Russell M. Nelson","sunday-afternoon",2008,10,4,1,"El matrimonio celestial","/general-conference/2008/10/celestial-marriage","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-5020-elder-russell-m-nelson-64k-spa.mp3"
"William D. Oswald","sunday-afternoon",2008,10,4,2,"La enseñanza del Evangelio: nuestro llamamiento más importante","/general-conference/2008/10/gospel-teaching-our-most-important-calling","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-5030-william-d-oswald-64k-spa.mp3"
"Eduardo Gavarret","sunday-afternoon",2008,10,4,3,"Regresando a casa","/general-conference/2008/10/returning-home","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-5040-elder-eduardo-gavarret-64k-spa.mp3"
"Carlos A. Godoy","sunday-afternoon",2008,10,4,4,"El proceso de obtener un testimonio","/general-conference/2008/10/testimony-as-a-process","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-5050-elder-carlos-a-godoy-64k-spa.mp3"
"Quentin L. Cook","sunday-afternoon",2008,10,4,5,"“Quiero que sepas que lo pasamos muy mal”","/general-conference/2008/10/hope-ya-know-we-had-a-hard-time","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-5060-elder-quentin-l-cook-64k-spa.mp3"
"Thomas S. Monson","sunday-afternoon",2008,10,4,6,"Hasta que volvamos a vernos","/general-conference/2008/10/until-we-meet-again","https://media2.ldscdn.org/assets/general-conference/october-2008-general-conference/2008-10-5070-president-thomas-s-monson-64k-spa.mp3"
"Julie B. Beck","women's",2008,10,5,0,"Cumplir el propósito de la Sociedad de Socorro","/general-conference/2008/10/fulfilling-the-purpose-of-relief-society","https://media2.ldscdn.org/assets/general-relief-society-meeting/2008-general-relief-society-meeting/2008-09-0010-julie-b-beck-64k-spa.mp3"
"Silvia H. Allred","women's",2008,10,5,1,"Templos santos, convenios sagrados","/general-conference/2008/10/holy-temples-sacred-covenants","https://media2.ldscdn.org/assets/general-relief-society-meeting/2008-general-relief-society-meeting/2008-09-0020-silvia-h-allred-64k-spa.mp3"
"Barbara Thompson","women's",2008,10,5,2,"Ya regocijemos","/general-conference/2008/10/now-let-us-rejoice","https://media2.ldscdn.org/assets/general-relief-society-meeting/2008-general-relief-society-meeting/2008-09-0030-barbara-thompson-64k-spa.mp3"
"Dieter F. Uchtdorf","women's",2008,10,5,3,"La felicidad es su legado","/general-conference/2008/10/happiness-your-heritage","https://media2.ldscdn.org/assets/general-relief-society-meeting/2008-general-relief-society-meeting/2008-09-0040-president-dieter-f-uchtdorf-64k-spa.mp3"
"Russell M. Nelson","saturday-morning",2008,4,0,1,"La salvación y la exaltación","/general-conference/2008/04/salvation-and-exaltation","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-1020-elder-russell-m-nelson-64k-spa.mp3"
"Ronald A. Rasband","saturday-morning",2008,4,0,2,"Experiencias especiales","/general-conference/2008/04/special-experiences","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-1030-elder-ronald-a-rasband-64k-spa.mp3"
"Cheryl C. Lant","saturday-morning",2008,4,0,3,"Tradiciones rectas","/general-conference/2008/04/righteous-traditions","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-1040-cheryl-c-lant-64k-spa.mp3"
"Kenneth Johnson","saturday-morning",2008,4,0,4,"Cómo restaurar la fe en la familia","/general-conference/2008/04/restoring-faith-in-the-family","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-1050-elder-kenneth-johnson-64k-spa.mp3"
"Joseph B. Wirthlin","saturday-morning",2008,4,0,5,"La preocupación por la persona en particular","/general-conference/2008/04/concern-for-the-one","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-1060-elder-joseph-b-wirthlin-64k-spa.mp3"
"Henry B. Eyring","saturday-morning",2008,4,0,6,"La Iglesia verdadera y viviente","/general-conference/2008/04/the-true-and-living-church","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-1070-president-henry-b-eyring-64k-spa.mp3"
"Dallin H. Oaks","saturday-afternoon",2008,4,1,2,"Testimonio","/general-conference/2008/04/testimony","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-2030-elder-dallin-h-oaks-64k-spa.mp3"
"Robert D. Hales","saturday-afternoon",2008,4,1,3,"Cómo obtener un testimonio de Dios el Padre, de Su Hijo Jesucristo y del Espíritu Santo","/general-conference/2008/04/gaining-a-testimony-of-god-the-father-his-son-jesus-christ-and-the-holy-ghost","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-2040-elder-robert-d-hales-64k-spa.mp3"
"Gerald N. Lund","saturday-afternoon",2008,4,1,4,"Abramos nuestro corazón","/general-conference/2008/04/opening-our-hearts","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-2050-elder-gerald-n-lund-64k-spa.mp3"
"Carlos H. Amado","saturday-afternoon",2008,4,1,5,"Prestar servicio: una cualidad divina","/general-conference/2008/04/service-a-divine-quality","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-2060-elder-carlos-h-amado-64k-spa.mp3"
"William R. Walker","saturday-afternoon",2008,4,1,6,"Tres sumos sacerdotes presidentes","/general-conference/2008/04/three-presiding-high-priests","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-2070-elder-william-r-walker-64k-spa.mp3"
"Richard G. Scott","saturday-afternoon",2008,4,1,7,"Cómo sanar las consecuencias devastadoras del abuso","/general-conference/2008/04/to-heal-the-shattering-consequences-of-abuse","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-2080-elder-richard-g-scott-64k-spa.mp3"
"L. Tom Perry","saturday-afternoon",2008,4,1,8,"El evangelio de Jesucristo","/general-conference/2008/04/the-gospel-of-jesus-christ","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-2090-elder-l-tom-perry-64k-spa.mp3"
"Quentin L. Cook","priesthood",2008,4,2,0,"Demos oído a las palabras del profeta","/general-conference/2008/04/give-heed-unto-the-prophets-words","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-3010-elder-quentin-l-cook-64k-spa.mp3"
"H. David Burton","priesthood",2008,4,2,1,"¿Y quién es mi prójimo?","/general-conference/2008/04/and-who-is-my-neighbor","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-3020-bishop-h-david-burton-64k-spa.mp3"
"Dean R. Burgess","priesthood",2008,4,2,2,"¿Sabes quién eres?","/general-conference/2008/04/do-you-know-who-you-are","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-3030-dean-r-burgess-64k-spa.mp3"
"John M. Madsen","priesthood",2008,4,2,3,"Un diácono de doce años","/general-conference/2008/04/a-12-year-old-deacon","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-3040-elder-john-m-madsen-64k-spa.mp3"
"Dieter F. Uchtdorf","priesthood",2008,4,2,4,"Cuestión de sólo unos grados","/general-conference/2008/04/a-matter-of-a-few-degrees","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-3050-president-dieter-f-uchtdorf-64k-spa.mp3"
"Henry B. Eyring","priesthood",2008,4,2,5,"La fe y el juramento y convenio del sacerdocio","/general-conference/2008/04/faith-and-the-oath-and-covenant-of-the-priesthood","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-3060-president-henry-b-eyring-64k-spa.mp3"
"Thomas S. Monson","priesthood",2008,4,2,6,"Ejemplos de rectitud","/general-conference/2008/04/examples-of-righteousness","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-3070-president-thomas-s-monson-64k-spa.mp3"
"Dieter F. Uchtdorf","sunday-morning",2008,4,3,0,"La fe de nuestro Padre","/general-conference/2008/04/faith-of-our-father","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-4010-president-dieter-f-uchtdorf-64k-spa.mp3"
"D. Todd Christofferson","sunday-morning",2008,4,3,1,"Nacer de nuevo","/general-conference/2008/04/born-again","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-4020-elder-d-todd-christofferson-64k-spa.mp3"
"Sheldon F. Child","sunday-morning",2008,4,3,2,"La mejor inversión","/general-conference/2008/04/the-best-investment","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-4030-elder-sheldon-f-child-64k-spa.mp3"
"Susan W. Tanner","sunday-morning",2008,4,3,3,"Mi alma se deleita en las cosas del Señor","/general-conference/2008/04/my-soul-delighteth-in-the-things-of-the-lord","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-4040-susan-w-tanner-64k-spa.mp3"
"Boyd K. Packer","sunday-morning",2008,4,3,4,"Los Doce","/general-conference/2008/04/the-twelve","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-4050-president-boyd-k-packer-64k-spa.mp3"
"Thomas S. Monson","sunday-morning",2008,4,3,5,"El mirar hacia atrás y seguir adelante","/general-conference/2008/04/looking-back-and-moving-forward","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-4060-president-thomas-s-monson-64k-spa.mp3"
"Jeffrey R. Holland","sunday-afternoon",2008,4,4,0,"“…mis palabras… jamás cesan”","/general-conference/2008/04/my-words-never-cease","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5010-elder-jeffrey-r-holland-64k-spa.mp3"
"David A. Bednar","sunday-afternoon",2008,4,4,1,"Pedir con fe","/general-conference/2008/04/ask-in-faith","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5020-elder-david-a-bednar-64k-spa.mp3"
"W. Craig Zwick","sunday-afternoon",2008,4,4,2,"No vamos a ceder, no podemos ceder","/general-conference/2008/04/we-will-not-yield-we-cannot-yield","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5030-elder-w-craig-zwick-64k-spa.mp3"
"Robert R. Steuer","sunday-afternoon",2008,4,4,3,"El poder de la luz y la verdad","/general-conference/2008/04/the-power-of-light-and-truth","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5040-elder-robert-r-steuer-64k-spa.mp3"
"Dennis B. Neuenschwander","sunday-afternoon",2008,4,4,4,"Uno entre la multitud","/general-conference/2008/04/one-among-the-crowd","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5050-elder-dennis-b-neuenschwander-64k-spa.mp3"
"Lance B. Wickman","sunday-afternoon",2008,4,4,5,"El hoy","/general-conference/2008/04/today","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5060-elder-lance-b-wickman-64k-spa.mp3"
"Craig C. Christensen","sunday-afternoon",2008,4,4,6,"Un libro con una promesa","/general-conference/2008/04/a-book-with-a-promise","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5070-elder-craig-c-christensen-64k-spa.mp3"
"M. Russell Ballard","sunday-afternoon",2008,4,4,7,"Hijas de Dios","/general-conference/2008/04/daughters-of-god","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5080-elder-m-russell-ballard-64k-spa.mp3"
"Thomas S. Monson","sunday-afternoon",2008,4,4,8,"Abundantemente bendecidos","/general-conference/2008/04/abundantly-blessed","https://media2.ldscdn.org/assets/general-conference/april-2008-general-conference/2008-04-5090-president-thomas-s-monson-64k-spa.mp3"
"Susan W. Tanner","young-women",2008,4,5,0,"Ser testigos","/general-conference/2008/04/stand-as-a-witness","https://media2.ldscdn.org/assets/general-young-women-meeting/2008-general-young-women-meeting/2008-03-0010-susan-w-tanner-64k-spa.mp3"
"Elaine S. Dalton","young-women",2008,4,5,1,"En todo tiempo, y en todas las cosas y en todo lugar","/general-conference/2008/04/at-all-times-in-all-things-and-in-all-places","https://media2.ldscdn.org/assets/general-young-women-meeting/2008-general-young-women-meeting/2008-03-0020-elaine-s-dalton-64k-spa.mp3"
"Mary N. Cook","young-women",2008,4,5,2,"Las anclas del testimonio","/general-conference/2008/04/anchors-of-testimony","https://media2.ldscdn.org/assets/general-young-women-meeting/2008-general-young-women-meeting/2008-03-0040-mary-n-cook-64k-spa.mp3"
"Henry B. Eyring","young-women",2008,4,5,3,"Andemos en la luz","/general-conference/2008/04/walk-in-the-light","https://media2.ldscdn.org/assets/general-young-women-meeting/2008-general-young-women-meeting/2008-03-0050-president-henry-b-eyring-64k-spa.mp3"
"Boyd K. Packer","saturday-morning",2007,10,0,1,"Los débiles y sencillos de la Iglesia","/general-conference/2007/10/the-weak-and-the-simple-of-the-church","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-1020-president-boyd-k-packer-64k-spa.mp3"
"Richard C. Edgley","saturday-morning",2007,10,0,2,"Perseverar juntos","/general-conference/2007/10/enduring-together","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-1030-bishop-richard-c-edgley-64k-spa.mp3"
"Mary N. Cook","saturday-morning",2007,10,0,3,"El fortalecimiento del hogar y la familia","/general-conference/2007/10/strengthen-home-and-family","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-1040-mary-n-cook-64k-spa.mp3"
"Enrique R. Falabella","saturday-morning",2007,10,0,4,"¿Por qué somos miembros de la única Iglesia verdadera?","/general-conference/2007/10/why-are-we-members-of-the-only-true-church","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-1050-elder-enrique-r-falabella-64k-spa.mp3"
"Spencer J. Condie","saturday-morning",2007,10,0,5,"Reclamar las preciosas y grandísimas promesas","/general-conference/2007/10/claim-the-exceeding-great-and-precious-promises","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-1060-elder-spencer-j-condie-64k-spa.mp3"
"Dieter F. Uchtdorf","saturday-morning",2007,10,0,6,"¿No tenemos razón para regocijarnos?","/general-conference/2007/10/have-we-not-reason-to-rejoice","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-1070-elder-dieter-f-uchtdorf-64k-spa.mp3"
"Thomas S. Monson","saturday-morning",2007,10,0,7,"Señora Patton: La historia continúa","/general-conference/2007/10/mrs-patton-the-story-continues","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-1080-president-thomas-s-monson-64k-spa.mp3"
"M. Russell Ballard","saturday-afternoon",2007,10,1,0,"Fe, familia, hechos y frutos","/general-conference/2007/10/faith-family-facts-and-fruits","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2010-elder-m-russell-ballard-64k-spa.mp3"
"Joseph B. Wirthlin","saturday-afternoon",2007,10,1,1,"El gran mandamiento","/general-conference/2007/10/the-great-commandment","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2020-elder-joseph-b-wirthlin-64k-spa.mp3"
"Bruce D. Porter","saturday-afternoon",2007,10,1,2,"Un corazón quebrantado y un espíritu contrito","/general-conference/2007/10/a-broken-heart-and-a-contrite-spirit","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2030-elder-bruce-d-porter-64k-spa.mp3"
"Erich W. Kopischke","saturday-afternoon",2007,10,1,3,"Predicad Mi Evangelio: La herramienta unificadora entre miembros y misioneros","/general-conference/2007/10/preach-my-gospel-the-unifying-tool-between-members-and-missionaries","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2040-elder-erich-w-kopischke-64k-spa.mp3"
"Michael John U. Teh","saturday-afternoon",2007,10,1,4,"De las cosas pequeñas","/general-conference/2007/10/out-of-small-things","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2050-elder-michael-j-teh-64k-spa.mp3"
"Keith K. Hilbig","saturday-afternoon",2007,10,1,5,"No apaguen el Espíritu que vivifica al hombre interior","/general-conference/2007/10/quench-not-the-spirit-which-quickens-the-inner-man","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2060-elder-keith-k-hilbig-64k-spa.mp3"
"Jeffrey R. Holland","saturday-afternoon",2007,10,1,6,"El único Dios verdadero, y a Jesucristo, a quien Él ha enviado","/general-conference/2007/10/the-only-true-god-and-jesus-christ-whom-he-hath-sent","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2070-elder-jeffrey-r-holland-64k-spa.mp3"
"Russell M. Nelson","saturday-afternoon",2007,10,1,7,"Testigos de las Escrituras","/general-conference/2007/10/scriptural-witnesses","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-2080-elder-russell-m-nelson-64k-spa.mp3"
"Henry B. Eyring","sunday-morning",2007,10,3,0,"¡Oh recordad, recordad!","/general-conference/2007/10/o-remember-remember","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-4010-president-henry-b-eyring-64k-spa.mp3"
"Quentin L. Cook","sunday-morning",2007,10,3,1,"Vivan por fe y no por cobardía","/general-conference/2007/10/live-by-faith-and-not-by-fear","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-4020-elder-quentin-l-cook-64k-spa.mp3"
"Claudio R. M. Costa","sunday-morning",2007,10,3,2,"No dejen para mañana lo que puedan hacer hoy","/general-conference/2007/10/don-t-leave-for-tomorrow-what-you-can-do-today","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-4030-elder-claudio-r-m-costa-64k-spa.mp3"
"Julie B. Beck","sunday-morning",2007,10,3,3,"Las madres que lo saben","/general-conference/2007/10/mothers-who-know","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-4040-julie-b-beck-64k-spa.mp3"
"Christoffel Golden Jr.","sunday-morning",2007,10,3,4,"Las cosas pequeñas y sencillas","/general-conference/2007/10/small-and-simple-things","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-4050-elder-christoffel-golden-jr-64k-spa.mp3"
"David A. Bednar","sunday-morning",2007,10,3,5,"Limpios de manos y puros de corazón","/general-conference/2007/10/clean-hands-and-a-pure-heart","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-4060-elder-david-a-bednar-64k-spa.mp3"
"Gordon B. Hinckley","sunday-morning",2007,10,3,6,"La piedra cortada del monte","/general-conference/2007/10/the-stone-cut-out-of-the-mountain","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-4070-president-gordon-b-hinckley-64k-spa.mp3"
"Robert D. Hales","sunday-afternoon",2007,10,4,0,"Revelación personal: Las enseñanzas y el ejemplo de los profetas","/general-conference/2007/10/personal-revelation-the-teachings-and-examples-of-the-prophets","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-5010-elder-robert-d-hales-64k-spa.mp3"
"Richard G. Scott","sunday-afternoon",2007,10,4,1,"La verdad: La base de las decisiones correctas","/general-conference/2007/10/truth-the-foundation-of-correct-decisions","https://media2.ldscdn.org/assets/general-conference/october-2007-general-conference/2007-10-5020-elder-richard-g-scott-64k-spa.mp3"
